ID,PATHWAYS,SECONDARY-METABOLISM,REACTANTS,PRODUCTS,REACTION-DIRECTION
RXN-5761,PWY-3542,False,"S-ADENOSYLMETHIONINE, ETHANOL-AMINE","PROTON, CPD-5601, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-8620,PWY-6668,False,"CPD-8848, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-8846, CPD-8847, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
GLYRIBONUCSYN-RXN,PWY-6121,False,"GLY, ATP, ATP, 5-P-BETA-D-RIBOSYL-AMINE, GLY","PROTON, ADP, Pi, 5-PHOSPHO-RIBOSYL-GLYCINEAMIDE",LEFT-TO-RIGHT
RXN-8681,PWY-6824,False,"CPD-8911, NAD","PROTON, CPD-8912, NADH",LEFT-TO-RIGHT
PHOSPHORIBULOKINASE-RXN,PWY-5723,False,"RIBULOSE-5P, ATP","PROTON, D-RIBULOSE-15-P2, ADP",LEFT-TO-RIGHT
TRANS-PENTAPRENYLTRANSFERASE-RXN,UNK,False,"FARNESYL-PP, DELTA3-ISOPENTENYL-PP","ALL-TRANS-HEXAPRENYL-DIPHOSPHATE, PPI",
RXN-11675,UNK,False,"CPD-18, MALONYL-COA, NADPH, PROTON","CPD-12646, CARBON-DIOXIDE, CO-A, NADP, WATER",
RXN-8151,PWY-5270,False,"CPD-7713, 2-KETOGLUTARATE, OXYGEN-MOLECULE","MORPHINONE, FORMALDEHYDE, SUC, CARBON-DIOXIDE",LEFT-TO-RIGHT
DEOXYHYPUSINE-MONOOXYGENASE-RXN,PWY-5905,False,"CPD-9973, OXYGEN-MOLECULE, Donor-H2","EIF5A-HYPUSINE, WATER, Acceptor",LEFT-TO-RIGHT
RXN-13877,PWY-7151,True,"S-ADENOSYLMETHIONINE, CPD-14861","PROTON, ADENOSYL-HOMO-CYS, CPD-14888, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
IGPSYN-RXN,TRPSYN-PWY,False,"PROTON, CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P","INDOLE-3-GLYCEROL-P, CARBON-DIOXIDE, WATER",LEFT-TO-RIGHT
TRANS-RXNIO2-2,PWYIO2-3,False,HCO3,HCO3,LEFT-TO-RIGHT
RXN-13014,UNK,False,"HOMOMETHIONINE, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-14043, WATER, Ox-NADPH-Hemoprotein-Reductases, PROTON",LEFT-TO-RIGHT
RXN-14201,UNK,False,"WATER, GTP, GTP, WATER","PROTON, Pi, GMP, GMP, Pi, PROTON",LEFT-TO-RIGHT
RXN-13968,PWY-7170,False,3Z-PHYTOCHROMOBILIN,CPD-15004,LEFT-TO-RIGHT
RXN-8235,PWY-5307,True,"CPD-7963, CAFFEOYL-COA","CPD-7965, CO-A",LEFT-TO-RIGHT
RXN-10825,PWY-6320,False,"CAFFEOYL-COA, MAL","CPD-11724, CO-A",LEFT-TO-RIGHT
RXN-9356,UNK,False,"CPD-9965, CPD-7867","CPD-14270, CO-A",
ADENYLYLSULFATE-REDUCTASE-RXN,UNK,False,"PROTON, Acceptor, AMP, SO3, SO3, AMP, Acceptor, PROTON","APS, Donor-H2, Donor-H2, APS",
RXN-13484,PWY-7064,False,PHE,CPD-14474,LEFT-TO-RIGHT
RXN-5123,PWY-3041,False,GERANYL-PP,"CPD-4903, PPI",LEFT-TO-RIGHT
RXN0-308,PWY0-1021,False,"Cysteine-Desulfurase-L-cysteine, CYS","L-Cysteine-Desulfurase-persulfide, L-ALPHA-ALANINE",LEFT-TO-RIGHT
TRANS-RXN-195,PWY-6227,False,"PURINE, PROTON","PURINE, PROTON",LEFT-TO-RIGHT
RXN-8924,PWY-5701,True,"CPD-9321, WATER, Acceptor","CPD-9322, Donor-H2",LEFT-TO-RIGHT
METHYLGLUTACONYL-COA-HYDRATASE-RXN,LEU-DEG2-PWY,False,3-HYDROXY-3-METHYL-GLUTARYL-COA,"WATER, TRANS-3-METHYL-GLUTACONYL-COA",RIGHT-TO-LEFT
RXN-8248,PWY-5316,True,"NICOTINE, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-2748, Ox-NADPH-Hemoprotein-Reductases, WATER, FORMATE, PROTON",LEFT-TO-RIGHT
RXN-15191,PWY-7430,False,"CPD-16172, OXYGEN-MOLECULE, NADPH","ANTHRANILATE, NADP, WATER",LEFT-TO-RIGHT
RXN-9207,PWY-5846,True,"S-ADENOSYLMETHIONINE, CPD-9789","PROTON, CPD-9788, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
R82-RXN,PWY-6755,False,CPD-8999,"PROTON, 2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP",LEFT-TO-RIGHT
RXN-8523,PWY-5414,True,"PROTON, CPD-8697, NADPH, OXYGEN-MOLECULE","CPD-8714, NADP, WATER",LEFT-TO-RIGHT
PHOSPHOMEVALONATE-KINASE-RXN,PWY-922,True,"CPD-499, ATP","CPD-641, ADP",LEFT-TO-RIGHT
RXN-8493,PWY-5400,True,"CPD-8658, CPD-15281","CPD-8676, Glucopyranose",LEFT-TO-RIGHT
3.5.1.60-RXN,UNK,False,"WATER, CPD-571, CPD-571, WATER","Long-Chain-Fatty-Acids, ETHANOL-AMINE",LEFT-TO-RIGHT
RXN-13501,PWY-7068,False,"CPD-14494, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-14495, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-11642,PWY-6332,False,2-HYDROXY-23-DIHYDRODAIDZEIN,"CPD-11782, WATER",LEFT-TO-RIGHT
RXN-13489,PWY-7066,False,"CPD-6948, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-13668, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-7978,PWY-5945,True,"CPD1F-130, Reduced-ferredoxins, PROTON, OXYGEN-MOLECULE","CPD1F-131, Oxidized-ferredoxins, WATER",LEFT-TO-RIGHT
RXN-17117,UNK,False,S-RETICULINE,R-RETICULINE,
SULFITE-OXIDASE-RXN,PWY-5326,False,"OXYGEN-MOLECULE, WATER, SO3","HYDROGEN-PEROXIDE, SULFATE",LEFT-TO-RIGHT
4.2.3.17-RXN,PWY-7392,False,GERANYLGERANYL-PP,"PPI, TAXA-411-DIENE",LEFT-TO-RIGHT
3.2.1.154-RXN,UNK,False,"WATER, Levan, Levan, WATER","Levan, Fructofuranose, Fructofuranose, Levan",LEFT-TO-RIGHT
PROSTAGLANDIN-E-SYNTHASE-RXN,UNK,False,PROSTAGLANDIN-H2,5Z13E-15S-1115-DIHYDROXY-9-OXOPROS,
RXN-9255,PWY-5865,False,CPD-9880,CPD-9885,LEFT-TO-RIGHT
RXN-8916,PWY-5708,False,CPD-9280,"CPD-9311, 2-AMINOACRYLATE",LEFT-TO-RIGHT
RXN-3481,PWY-2002,True,"S-ADENOSYLMETHIONINE, DAIDZEIN","PROTON, CPD-3343, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
2.4.1.111-RXN,PWY-116,False,"CPD-12575, CONIFERYL-ALCOHOL","PROTON, CPD-1777, UDP",LEFT-TO-RIGHT
RXN-13002,PWY-6991,True,GERANYL-PP,--bornyl-diphosphate,LEFT-TO-RIGHT
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN,UNK,False,"WATER, CPD-177, CPD-177, WATER","Pi, L-1-phosphatidyl-inositols, L-1-phosphatidyl-inositols, Pi",LEFT-TO-RIGHT
RXN-18940,PWY-7481,False,"CPD-11534, OXYGEN-MOLECULE, NADPH, PROTON","CPD-13920, WATER, NADP",LEFT-TO-RIGHT
RXN-16096,PWY-6598,False,CPD-17347,"CPD-17348, WATER",LEFT-TO-RIGHT
RXN-14124,UNK,False,"WATER, CPD-3708, WATER","Pi, GUANOSINE, GUANOSINE, Pi",LEFT-TO-RIGHT
1.14.99.37-RXN,PWY-5660,False,"OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases, TAXA-411-DIENE","WATER, Ox-NADPH-Hemoprotein-Reductases, TAXA-42011-DIEN-5A-OL",LEFT-TO-RIGHT
RXN-12421,PWY-7859,False,"CPD-11259, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-13420, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-9559,UNK,False,"CPD-10204, FORMALDEHYDE","CPD-10205, WATER",LEFT-TO-RIGHT
RXN-17007,PWY-5027,False,"CPD-6947, NADPH, PROTON","CPD-12830, NADP",LEFT-TO-RIGHT
RXN-11946,PWY-6663,False,"CYCLOARTENOL, FERROCYTOCHROME-B5, OXYGEN-MOLECULE, PROTON","CPD-12916, FERRICYTOCHROME-B5, WATER",LEFT-TO-RIGHT
RXN-4122,PWY-2501,False,"2R-HYDROPEROXY-FATTY-ACIDS, PROTON","Fatty-Aldehydes, CARBON-DIOXIDE, WATER",LEFT-TO-RIGHT
RXN-8688,PWY-5468,True,"CADAVERINE, PYRUVATE","PROTON, CPD-8919, L-ALPHA-ALANINE, WATER",LEFT-TO-RIGHT
RXN-8460,PWY-5394,True,"L-DIHYDROXY-PHENYLALANINE, OXYGEN-MOLECULE","PROTON, CPD-253",LEFT-TO-RIGHT
RXN-7682,PWY-6596,False,"HYPOXANTHINE, NAD, WATER","XANTHINE, NADH, PROTON",LEFT-TO-RIGHT
RXN66-317,PWY-6074,False,"CPD-4580, FERROCYTOCHROME-B5, OXYGEN-MOLECULE, PROTON","CPD-4702, FERRICYTOCHROME-B5, WATER",LEFT-TO-RIGHT
RXN-18442,PWY-7857,True,"CPD-4211, CPD-19784","PPI, CPD-19785, PROTON",LEFT-TO-RIGHT
RXN-7886,PWY-6806,False,"CPD1F-133, OXYGEN-MOLECULE","CPD-7203, CPD-7202",LEFT-TO-RIGHT
RXN-10884,UNK,False,"ATP, GLT, P-AMINO-BENZOATE, P-AMINO-BENZOATE, GLT, ATP","PPI, AMP, CPD0-889, PROTON, PROTON, CPD0-889, AMP, PPI",LEFT-TO-RIGHT
RXN-8693,PWY-5468,True,CPD-8917,13-HYDROXYLUPININE,LEFT-TO-RIGHT
RXN-12254,PWY-6766,False,"SALICYLALDEHYDE, Donor-H2","CPD-173, Acceptor",LEFT-TO-RIGHT
ADCLY-RXN,PWY-3742,False,4-AMINO-4-DEOXYCHORISMATE,"PROTON, P-AMINO-BENZOATE, PYRUVATE",LEFT-TO-RIGHT
RXNQT-4176,UNK,False,CPDQT-35,CPDQT-40,LEFT-TO-RIGHT
RXN-16426,UNK,False,"N-ACETYL-D-GLUCOSAMINE-16-BIS-P, Phosphoacetylglucosamine-Mutase","Phosphoacetylglucosamine-Mutase-P, N-ACETYL-D-GLUCOSAMINE-1-P",
GALACTOKIN-RXN,PWY-6317,False,"ALPHA-D-GALACTOSE, ATP","PROTON, GALACTOSE-1P, ADP",LEFT-TO-RIGHT
RXN-5164,PWY-3061,False,"CPD-4943, NADP","CPD-4942, NADPH, PROTON",RIGHT-TO-LEFT
RXN-15353,PWY-7458,True,"CPD-16559, CPD-15283","CPD-16560, 4-hydroxybenzoate, PROTON",LEFT-TO-RIGHT
RXN-11545,PWY-6552,False,"CPD-12479, Demethylated-methyl-acceptors","3-METHYLXANTHINE, Methylated-methyl-acceptors",LEFT-TO-RIGHT
METHIONINE-GAMMA-LYASE-RXN,UNK,False,"MET, WATER","CPD-7671, AMMONIUM, 2-OXOBUTANOATE",LEFT-TO-RIGHT
RXN-9723,PWY-6035,True,"CPD-10411, NADP","CPD-7090, NADPH, PROTON",LEFT-TO-RIGHT
RXN-9254,PWY-5865,False,CPD-9882,CPD-9880,LEFT-TO-RIGHT
RXN-5109,PWY-3041,False,GERANYL-PP,"CPD-4889, PPI",LEFT-TO-RIGHT
RXN-4727,PWY-2881,False,"CPD-12575, CPD-4209","PROTON, CPD-4602, UDP",LEFT-TO-RIGHT
RXN-11525,PWY-6539,False,CPD-12491,"CPD-12487, WATER",LEFT-TO-RIGHT
RXN-16234,PWY-6401,True,CPD-17480,"CPD-17481, WATER",LEFT-TO-RIGHT
RXN-13304,PWY-7036,False,CPD-14277,"CPD-14282, WATER",LEFT-TO-RIGHT
RXN-11102,UNK,False,"WATER, 23-DIPHOSPHOGLYCERATE, 23-DIPHOSPHOGLYCERATE, WATER","Pi, 2-PG, 2-PG, Pi",LEFT-TO-RIGHT
RXN18C3-12,PWY18C3-3,False,"CPD-18639, UDP-D-XYLOSE","CPD-17696, UDP, PROTON",LEFT-TO-RIGHT
HOMOGLUTATHIONE-SYNTHASE-RXN,PWY-6840,False,"B-ALANINE, L-GAMMA-GLUTAMYLCYSTEINE, ATP","PROTON, Pi, CPD-211, ADP",LEFT-TO-RIGHT
4.2.3.16-RXN,PWY-5423,False,GERANYL-PP,"CPD-4886, PPI",LEFT-TO-RIGHT
RXN-13302,PWY-7036,False,CPD-14275,"CPD-14280, WATER",LEFT-TO-RIGHT
RXN-8270,PWY-5320,True,"CPD-12575, CPD1F-453","CPD-8034, UDP",LEFT-TO-RIGHT
GMP-SYN-GLUT-RXN,PWY-7221,False,"XANTHOSINE-5-PHOSPHATE, WATER, GLN, ATP","PROTON, GLT, GMP, PPI, AMP",LEFT-TO-RIGHT
RXN-19638,PWY-7994,False,"CPD-21267, WATER",CPD-21268,LEFT-TO-RIGHT
RXN-13728,UNK,False,"SINAPOYL-COA, 16-HYDROXYPALMITATE","CO-A, CPD-14765",
MALONYL-COA-ACP-TRANSACYL-RXN,PWY-4381,False,"ACP, MALONYL-COA","MALONYL-ACP, CO-A",LEFT-TO-RIGHT
RXN-8089,UNK,False,"WATER, OXYGEN-MOLECULE, CINNAMALDEHYDE, OXYGEN-MOLECULE, WATER","HYDROGEN-PEROXIDE, CPD-674, PROTON, PROTON, CPD-674, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
TYRAMINE-N-FERULOYLTRANSFERASE-RXN,PWY-1121,False,"FERULOYL-COA, TYRAMINE","PROTON, CPD-440, CO-A",LEFT-TO-RIGHT
RXN-2947,PWY-6219,False,"INDOLE_ACETATE_AUXIN, GLT, ATP","PROTON, INDOLE-3-ACETYL-GLU, AMP, PPI",LEFT-TO-RIGHT
RXN-15351,PWY-7458,True,"CPD-7145, CPD-15283","CPD-16558, 4-hydroxybenzoate, PROTON",LEFT-TO-RIGHT
RXNQT-4366,PWY18C3-24,False,"WATER, CPD-6442, CPD-6442, WATER","METOH, CPD-110, PROTON, PROTON, CPD-110, METOH",LEFT-TO-RIGHT
RXN-4304,PWY-2681,True,"CPD-4201, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-4202, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-11268,PWY-6730,False,"S-ADENOSYLMETHIONINE, BR-","ADENOSYL-HOMO-CYS, CPD-12221",LEFT-TO-RIGHT
RXN-12086,UNK,False,"CPD-13014, WATER","PROTON, CPD-13040, BUTYRIC_ACID",LEFT-TO-RIGHT
TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN,PWY-5805,False,"GERANYL-PP, DELTA3-ISOPENTENYL-PP","CPD-21340, PPI",LEFT-TO-RIGHT
RXN-5162,PWY-3061,False,CPD-4941,CPD-4942,LEFT-TO-RIGHT
RIBONUCLEOSIDE-DIP-REDUCTI-RXN,UNK,False,"Deoxy-Ribonucleoside-Diphosphates, Ox-Thioredoxin, WATER","Ribonucleoside-Diphosphates, Red-Thioredoxin",RIGHT-TO-LEFT
RXN-8489,PWY-5404,True,"CPD-8671, OXYGEN-MOLECULE","CPD-8672, WATER",LEFT-TO-RIGHT
RXN-8685,PWY-5467,True,TRP,CPD-8913,LEFT-TO-RIGHT
RXN-7647,PWY-5059,True,CPD-6993,"PROTON, CPD-6991",LEFT-TO-RIGHT
325-BISPHOSPHATE-NUCLEOTIDASE-RXN,UNK,False,"WATER, 3-5-ADP, 3-5-ADP, WATER","AMP, Pi, Pi, AMP",LEFT-TO-RIGHT
RXN-12209,PWY-6739,True,"S-ADENOSYLMETHIONINE, MYO-INOSITOL","PROTON, ADENOSYL-HOMO-CYS, 5-O-METHYL-MYO-INOSITOL",LEFT-TO-RIGHT
RXN-18032,UNK,False,HCO3,"CO3, PROTON",LEFT-TO-RIGHT
RXN-11409,PWY-6502,False,"GTP, CPD-12377","CPD-12366, WATER",LEFT-TO-RIGHT
RXN18C3-56,PWY18C3-21,False,"UDP-D-XYLOSE, CPD-21592","CPD-19215, UDP, PROTON",LEFT-TO-RIGHT
RXNQT-4392,PWYQT-4482,False,"CPDQT-518, GLYCEROL-3P","CMP, PROTON, CPDQT-520",LEFT-TO-RIGHT
RXN-8170,PWY-5284,True,"P-COUMAROYL-COA, CPD-7138","CPD-7714, CO-A",LEFT-TO-RIGHT
RXN-9473,PWY-5949,False,CPD-10157,CPD-10157,LEFT-TO-RIGHT
RXN-1804,PWY-822,False,"1-KESTOTRIOSE, SUCROSE","BIFURCOSE, Glucopyranose",LEFT-TO-RIGHT
UDPSUGARHYDRO-RXN,UNK,False,"WATER, UDP-sugar, UDP-sugar, WATER","PROTON, Alpha-D-aldose-1-phosphates, UMP, UMP, Alpha-D-aldose-1-phosphates, PROTON",LEFT-TO-RIGHT
RXN-16391,PWY-7854,False,CPD-9406,CPD-17635,LEFT-TO-RIGHT
RXN-9721,PWY-401,False,"D-Galactosyl-12-diacyl-glycerols, CPD-10363","CPD-10364, DIACYLGLYCEROL",LEFT-TO-RIGHT
RXN-16235,PWY-6401,True,"CPD-17478, Donor-H2","CPD-17479, WATER, Acceptor",LEFT-TO-RIGHT
RXN-10721,UNK,False,"2-KETOGLUTARATE, 3-HYDROXY-L-KYNURENINE, 3-HYDROXY-L-KYNURENINE, 2-KETOGLUTARATE","GLT, CPD-11552, GLT",LEFT-TO-RIGHT
RXN-15360,PWY-7460,True,"CPD-16578, ACETYL-COA","CPD-16579, CO-A",LEFT-TO-RIGHT
KETOISOCAPROATE-RXN,UNK,False,"2K-4CH3-PENTANOATE, BCAA-dehydrogenase-lipoyl, PROTON","BCAA-dehydrogenase-3MB-DH-lipoyl, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN18C3-39,PWY18C3-12,True,"CPD-19026, ISOVALERYL-COA","CPD-19055, CO-A",LEFT-TO-RIGHT
ISOVALERYLCOA-DHLIPOAMIDE-RXN,UNK,False,"ISOVALERYL-COA, BCAA-dehydrogenase-DH-lipoyl","BCAA-dehydrogenase-3MB-DH-lipoyl, CO-A",
RXN-8052,PWY-1187,True,"CPD-7546, WATER","3-METHYLTHIOPROPYLHYDROXAMIC-ACID, PYRUVATE, AMMONIUM",LEFT-TO-RIGHT
RXNQT-4341,PWYQT-4471,True,"CPDQT-280, OXYGEN-MOLECULE","PROTON, CPDQT-273, CPD-3746",LEFT-TO-RIGHT
RXN-9715,PWY-6024,True,"CPD-12575, ISOVITEXIN","CPD-10347, UDP",LEFT-TO-RIGHT
RXN-11281,UNK,False,CPD-12227,"PROTON, CPD-12228, HYDROGEN-MOLECULE",
RXN-11244,PWY-6435,False,CPD-12199,"P-COUMAROYL-COA, WATER",RIGHT-TO-LEFT
RXN-10886,UNK,False,"ATP, GLT, BENZOATE, BENZOATE, GLT, ATP","PPI, AMP, PROTON, PROTON, CPD-11846, AMP, PPI",LEFT-TO-RIGHT
RXN-9008,PWY-5756,False,"CPD-12575, CPD-9461","PROTON, CPD-9469, UDP",LEFT-TO-RIGHT
RXN-10814,PWY-5079,False,"PHE, 2-KETOGLUTARATE","PHENYL-PYRUVATE, GLT",LEFT-TO-RIGHT
RXN-13001,PWY-7619,False,CPD-14419,"CPD-14420, WATER",LEFT-TO-RIGHT
RXN-19987,UNK,False,"CPD-21561, WATER",CPD-21562,LEFT-TO-RIGHT
NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN,UNK,False,"PROTON, NADPH, Oxidized-hemoproteins, Oxidized-hemoproteins, NADPH, PROTON","NADP, Reduced-hemoproteins, Reduced-hemoproteins, NADP",LEFT-TO-RIGHT
RXN-8524,PWY-5414,True,"PROTON, CPD-8714, NADPH, OXYGEN-MOLECULE","CPD-8715, NADP, WATER",LEFT-TO-RIGHT
RXN-13641,PWY-7101,False,CPD1F-129,CPD-14646,LEFT-TO-RIGHT
PYRUVFORMLY-RXN,PWY4LZ-257,False,"FORMATE, ACETYL-COA","PYRUVATE, CO-A",RIGHT-TO-LEFT
RXN-19696,PWY-5672,False,"CPD-12575, CPD-15450","CPD-12100, UDP, PROTON",LEFT-TO-RIGHT
RXN-13988,PWY-7172,True,"P-COUMAROYL-COA, CPD-14979, P-COUMAROYL-COA","CO-A, CPD-14986, CO-A",LEFT-TO-RIGHT
RXNDQC-3,UNK,False,"ATP, CPLX-846, ATP","ADP, CPLXDQC-5, ADP",LEFT-TO-RIGHT
RXN-18208,PWYQT-4450,True,"CPDQT-36, NAD","CPD-19491, NADH, PROTON",LEFT-TO-RIGHT
RXN-3642,PWY-2083,True,"S-ADENOSYLMETHIONINE, CPD-3141","CPD-3521, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-19590,PWYQT-4474,True,"CPD-12403, WATER","CPDQT-409, GLY",LEFT-TO-RIGHT
TYROSINE-N-MONOOXYGENASE-RXN,PWY-7088,True,"TYR, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-267, WATER, Ox-NADPH-Hemoprotein-Reductases, PROTON",LEFT-TO-RIGHT
RXN-14657,PWY-7298,True,CPD-15477,CPD-15476,LEFT-TO-RIGHT
TREHALOSEPHOSPHA-RXN,TRESYN-PWY,False,"TREHALOSE-6P, WATER","TREHALOSE, Pi",LEFT-TO-RIGHT
RXN-13435,UNK,False,"CPD-14407, WATER","CPD-8120, CO-A, PROTON",LEFT-TO-RIGHT
RXN-13943,PWY-7166,True,"CPD-12575, CPD-14962, CPD-12575","PROTON, UDP, CPD-14960, UDP, PROTON",LEFT-TO-RIGHT
RXN-13612,PWY-5140,True,CPD-14615,"CO-A, CPD-7165, PROTON",LEFT-TO-RIGHT
RXN-12980,PWY-3041,False,"GERANYL-PP, WATER","CPD-4261, PPI",LEFT-TO-RIGHT
RXN-2543,PWY-1422,False,GAMA-TOCOPHEROL,DMPBQ,RIGHT-TO-LEFT
RXN-11931,PWY-2541,False,"CPD-12907, OXYGEN-MOLECULE, FERROCYTOCHROME-B5, PROTON","CPD-12908, FERRICYTOCHROME-B5, WATER",LEFT-TO-RIGHT
RXN-8624,PWY-5439,True,"CPD-8851, Donor-H2","CPD-8853, Acceptor, PROTON",LEFT-TO-RIGHT
RXN-6383,PWY-3941,False,3-HYDROXY-PROPIONYL-COA,"ACRYLYL-COA, WATER",LEFT-TO-RIGHT
RXN-8813,UNK,False,"DELTA3-ISOPENTENYL-PP, GERANYLGERANYL-PP","ALL-TRANS-PENTAPRENYL-DIPHOSPHATE, PPI",
1.14.13.70-RXN,UNK,False,"OBTUSIFOLIOL, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","ALPHA-METHYL-5-ALPHA-ERGOSTA, FORMATE, WATER, Ox-NADPH-Hemoprotein-Reductases, PROTON",LEFT-TO-RIGHT
RXN-14693,UNK,False,D-Glucopyranuronate,CPD-15530,LEFT-TO-RIGHT
RXN-12297,PWY-6786,False,"CPD-13229, NADP","CPD-13228, NADPH, PROTON",RIGHT-TO-LEFT
RXN-11534,PWY-2582,False,"CPD-717, Acceptor","CPD-12496, Donor-H2",RIGHT-TO-LEFT
METHYLACETOACETYLCOATHIOL-RXN,ILEUDEG-PWY,False,"2-METHYL-ACETO-ACETYL-COA, CO-A","PROPIONYL-COA, ACETYL-COA",LEFT-TO-RIGHT
RXN-12370,PWY-6802,False,"CPD3O-4151, CPD-12575","CPD-13354, UDP, PROTON",LEFT-TO-RIGHT
RXN-25,PWY-5,True,"HOMO-SER, AMMONIUM, Acceptor","L-CANALINE, Donor-H2, PROTON",LEFT-TO-RIGHT
RXN-10702,PWY-735,False,"NAD, CPD-11523","NADH, PROTON, CPD-11524",LEFT-TO-RIGHT
RXN-18162,UNK,False,"CPDQT-262, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases, GLUTATHIONE","CPD-12405, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-8441,PWY-5381,False,"NICOTINAMIDE_RIBOSE, WATER","D-Ribofuranose, NIACINAMIDE, PROTON",LEFT-TO-RIGHT
RXN-12865,PWY-6932,False,"CPD-13909, GLUTATHIONE, NADP","CPD-13908, NADPH, PROTON",RIGHT-TO-LEFT
RXN-7184,PWY-4562,False,"CPD-506, ATP","PROTON, CPD-1107, ADP",LEFT-TO-RIGHT
RXN-9102,PWY-5797,False,"Glucosylated-Glucose-Acceptors, CPD-9602","Non-Glucosylated-Glucose-Acceptors, CPD-9603",LEFT-TO-RIGHT
RXN-14275,PWY-6920,False,"CPD-14916, NAD","CPD0-2106, NADH, PROTON",LEFT-TO-RIGHT
RXN-13005,UNK,False,"CPD-14040, PROTON","CPDQT-350, CARBON-DIOXIDE, WATER",
TRIOSEPISOMERIZATION-RXN,GLUCONEO-PWY,False,GAP,DIHYDROXY-ACETONE-PHOSPHATE,LEFT-TO-RIGHT
RXN66-311,PWY-6074,False,"CPD-4575, FERROCYTOCHROME-B5, OXYGEN-MOLECULE, PROTON","CPD-4576, FERRICYTOCHROME-B5, WATER",LEFT-TO-RIGHT
RXN-10735,PWY-6312,True,"PROTON, MALONYL-COA","CPD-11556, CO-A, CARBON-DIOXIDE, WATER",LEFT-TO-RIGHT
RXN-9643,PWY-5990,True,"2-Hydroxy-2-methylbutyronitriles, CPD-12575","PROTON, CPD-10277, UDP",LEFT-TO-RIGHT
RXN-19022,UNK,False,L-GLUTAMATE-5-P,"5-OXOPROLINE, Pi, PROTON",LEFT-TO-RIGHT
HEXOKINASE-RXN,UNK,False,"ATP, D-Hexoses, D-Hexoses, ATP","PROTON, ADP, D-HEXOSE-6-PHOSPHATE, ADP, PROTON",LEFT-TO-RIGHT
RXN-11533,PWY-2582,False,"CPD-12495, Acceptor","CPD-12496, Donor-H2",LEFT-TO-RIGHT
3.2.1.141-RXN,UNK,False,"WATER, MALTOOLIGOSYLTREHALOSE, MALTOOLIGOSYLTREHALOSE, WATER","TREHALOSE, Maltodextrins, Maltodextrins, TREHALOSE",
RXN-4621,PWY-2841,False,"CPD-4209, FAD, WATER, PROTON","PRENAL, ADENINE, FADH2",LEFT-TO-RIGHT
RXN-9911,UNK,False,"PROTON, FARNESYL-PP, NADPH","CPD-10662, PPI, NADP",
MANNOSE-6-PHOSPHATE-6-REDUCTASE-RXN,PWY-3881,False,"NADP, MANNITOL-1P","CPD-15979, NADPH, PROTON",RIGHT-TO-LEFT
PSII-RXN,PWY-7731,False,"Plastoquinols, PROTON, OXYGEN-MOLECULE","Light, PLASTOQUINONE, PROTON, WATER",RIGHT-TO-LEFT
RXN-9636,PWY-5990,True,"ILE, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-10271, Ox-NADPH-Hemoprotein-Reductases, WATER, PROTON",LEFT-TO-RIGHT
RXN-13766,PWY-7129,False,"CPD1F-437, CPD-12575","CPD-14753, UDP",LEFT-TO-RIGHT
RXN-8330,PWY-762,False,"CPD-8089, OXYGEN-MOLECULE, FERROCYTOCHROME-B5, PROTON","CPD-8090, WATER, FERRICYTOCHROME-B5",LEFT-TO-RIGHT
RXN-9673,UNK,False,"LINOLEIC_ACID, CO-A, ATP","CPD-18, PPI, AMP",LEFT-TO-RIGHT
